ID,CCE_P1706_100.mzxml,CCE_P1706_102.mzxml,CCE_P1706_104.mzxml,CCE_P1706_106.mzxml,CCE_P1706_108.mzxml,CCE_P1706_110.mzxml,CCE_P1706_112.mzxml,CCE_P1706_114.mzxml,CCE_P1706_116.mzxml,CCE_P1706_118.mzxml,CCE_P1706_120.mzxml,CCE_P1706_122.mzxml,CCE_P1706_154.mzxml,CCE_P1706_156.mzxml,CCE_P1706_158.mzxml,CCE_P1706_160.mzxml,CCE_P1706_162.mzxml,CCE_P1706_164.mzxml,CCE_P1706_166.mzxml,CCE_P1706_168.mzxml,CCE_P1706_170.mzxml,CCE_P1706_172.mzxml,CCE_P1706_174.mzxml,CCE_P1706_176.mzxml,CCE_P1706_178.mzxml,CCE_P1706_180.mzxml,CCE_P1706_182.mzxml,CCE_P1706_184.mzxml,CCE_P1706_186.mzxml,CCE_P1706_188.mzxml,CCE_P1706_208.mzxml,CCE_P1706_210.mzxml,CCE_P1706_212.mzxml,CCE_P1706_214.mzxml,CCE_P1706_216.mzxml,CCE_P1706_218.mzxml,CCE_P1706_220.mzxml,CCE_P1706_222.mzxml,CCE_P1706_224.mzxml,CCE_P1706_228.mzxml,CCE_P1706_230.mzxml,CCE_P1706_40.mzxml,CCE_P1706_42.mzxml,CCE_P1706_44.mzxml,CCE_P1706_46.mzxml,CCE_P1706_48.mzxml,CCE_P1706_50.mzxml,CCE_P1706_52.mzxml,CCE_P1706_54.mzxml,CCE_P1706_56.mzxml,CCE_P1706_58.mzxml,CCE_P1706_60.mzxml,CCE_P1706_62.mzxml,CCE_P1706_64.mzxml,CCE_P1706_66.mzxml,CCE_P1706_68.mzxml,CCE_P1706_70.mzxml,CCE_P1706_72.mzxml,CCE_P1706_74.mzxml,CCE_P1706_76.mzxml,CCE_P1706_78.mzxml,CCE_P1706_80.mzxml,CCE_P1706_82.mzxml,CCE_P1706_84.mzxml,CCE_P1706_86.mzxml,CCE_P1706_88.mzxml,CCE_P1706_90.mzxml,CCE_P1706_92.mzxml,CCE_P1706_94.mzxml,CCE_P1706_96.mzxml,CCE_P1706_98.mzxml,Class16S,Confidence,Domain16S,Family16S,Genus16S,Order16S,Phylum16S,Species16S
080b42e13f8a1d4010cacbaca813d9b2,0,91,47,0,0,0,86,52,0,0,0,0,0,64,0,0,0,0,79,108,0,0,0,0,48,0,0,0,0,0,33,47,0,0,0,0,66,71,0,0,0,44,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,71,46,0,0,0,0,0,42,35,0,0,0,Nitrososphaeria,0.9075229,Archaea,Nitrosopumilaceae,Candidatus Nitrosopelagicus,Nitrosopumilales,Thaumarchaeota,NA
a73115fb7172c88feb3b35950dc76132,3,0,78,46,5,0,0,59,31,0,3,0,0,0,5,3,0,0,0,0,15,3,0,0,0,0,6,0,0,0,0,17,14,0,6,0,32,0,0,0,0,30,98,41,50,0,0,12,79,30,0,0,0,48,20,12,0,0,0,43,42,38,6,0,0,0,21,114,40,6,3,Deltaproteobacteria,0.9998363,Bacteria,Bdellovibrionaceae,OM27 clade,Bdellovibrionales,Proteobacteria,NA
59000d30375ebfd9e94ed88a49480fc4,0,0,0,0,0,0,0,0,53,0,0,0,0,454,0,0,0,0,0,298,77,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oxyphotobacteria,0.8688572,Bacteria,Cyanobiaceae,Prochlorococcus MIT9313,Synechococcales,Cyanobacteria,NA
02f97e713aac856e8a5589478964afe1,0,58,0,0,0,0,44,0,0,0,0,0,47,62,0,0,0,0,65,187,0,0,0,0,118,33,0,0,0,0,80,53,0,0,0,0,228,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,Alphaproteobacteria,0.9999998,Bacteria,Rhodobacteraceae,NA,Rhodobacterales,Proteobacteria,NA
67c219dd54817c53f58880534a725dee,0,38,8,0,0,0,39,0,9,0,0,0,82,34,0,0,0,0,39,106,0,0,0,0,231,16,0,75,0,7,55,70,0,29,0,0,98,62,0,7,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,20,0,0,0,0,0,Gammaproteobacteria,0.9998957,Bacteria,Marinobacteraceae,Marinobacter,Alteromonadales,Proteobacteria,NA
e1c004f6e877a6c35bb010386cf91853,0,59,45,0,0,0,56,45,0,0,0,0,0,47,0,0,0,0,57,139,0,0,0,0,99,0,0,0,0,0,62,31,0,0,0,0,64,32,0,0,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,40,62,0,0,0,0,0,54,46,0,0,0,Nitrososphaeria,0.9074089,Archaea,Nitrosopumilaceae,Candidatus Nitrosopelagicus,Nitrosopumilales,Thaumarchaeota,NA
db4b245323ecf07bc08b3c41c8e8eca2,39,0,0,0,27,27,0,0,0,16,23,8,0,0,47,30,33,23,0,0,37,47,37,51,0,64,51,55,42,39,0,0,12,18,22,22,0,0,0,17,13,0,0,16,0,0,0,0,0,10,0,10,0,0,12,9,0,0,11,0,0,0,16,44,34,0,0,0,0,26,28,Bacteroidia,0.7615784,Bacteria,Flavobacteriaceae,NS4 marine group,Flavobacteriales,Bacteroidetes,uncultured Bacteroidetes bacterium
e1da6cb0c7f09db7a2eab1e560852b22,0,0,0,43,0,0,0,13,100,0,0,0,0,0,5,5,9,8,0,0,15,7,40,48,0,46,107,50,22,36,0,23,106,16,3,0,0,46,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,14,0,0,0,0,0,40,0,0,Bacteroidia,0.878391,Bacteria,NS9 marine group,uncultured marine bacterium,Flavobacteriales,Bacteroidetes,uncultured marine bacterium
24a1b19092d302a90f7fbd8191912f9e,0,0,0,33,0,0,0,0,38,0,0,0,0,0,0,0,17,0,0,0,22,19,37,53,0,52,45,41,43,31,0,14,87,50,68,63,0,12,72,30,75,0,0,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,14,0,0,0,0,0,28,0,0,unidentified marine bacterioplankton,0.9522932,Bacteria,unidentified marine bacterioplankton,unidentified marine bacterioplankton,unidentified marine bacterioplankton,Marinimicrobia (SAR406 clade),unidentified marine bacterioplankton
0e83728f7ad4609c0503c725c0ca4881,0,134,57,0,0,0,87,75,45,0,0,0,62,16,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,19,0,0,0,0,0,66,25,0,0,0,83,29,0,0,0,0,39,23,0,0,0,0,36,0,0,0,0,0,27,41,0,0,0,0,63,33,28,0,0,0,Thermoplasmata,1,Archaea,NA,NA,Marine Group II,Euryarchaeota,NA
3076ee9a9e33462a82e7f179b5e43da1,0,58,44,4,0,0,35,79,16,0,0,0,53,46,0,0,0,0,0,27,0,0,0,0,49,0,0,0,0,0,67,58,0,0,0,0,64,56,12,0,0,38,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,35,44,46,0,0,0,40,46,40,0,0,0,NA,0.9998746,Bacteria,NA,NA,NA,Marinimicrobia (SAR406 clade),NA
b3ff90d1764a781c6e0207c1f2d35348,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,130,274,140,7,6,0,104,219,0,6,9,31,6,0,0,0,9,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,Deltaproteobacteria,0.8284661,Bacteria,Bdellovibrionaceae,OM27 clade,Bdellovibrionales,Proteobacteria,uncultured marine bacterium
da976bd50943680c9de67fb3966f3c93,0,16,49,0,0,0,89,39,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,20,0,0,0,0,0,24,0,0,0,0,41,34,19,6,0,0,19,36,4,0,0,0,36,0,0,0,0,0,188,96,6,0,0,0,0,119,125,0,0,0,OM190,0.9989264,Bacteria,NA,NA,NA,Planctomycetes,NA
19756ebf4cfcc6455abab492eb79e2c5,0,0,69,65,0,0,0,81,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,65,0,0,0,55,65,66,0,0,0,69,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,51,102,0,0,0,0,0,0,55,0,0,OM190,0.9951783,Bacteria,uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,Planctomycetes,uncultured marine bacterium
dfbac64914b0673c00f4e83c3ab90cc6,0,0,11,12,7,7,0,16,13,9,6,8,0,6,11,0,12,0,0,0,11,0,0,0,0,0,0,0,0,0,0,14,16,55,116,102,15,19,16,92,88,10,13,22,44,18,8,0,18,21,13,12,0,10,4,9,0,12,20,0,0,17,0,12,9,0,11,10,9,7,9,Gammaproteobacteria,0.9964239,Bacteria,Halieaceae,Luminiphilus,Cellvibrionales,Proteobacteria,NA
e09d08dbf2d660a36ec1d369235610d7,0,53,29,0,0,0,85,35,35,0,0,0,36,109,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,93,91,35,0,0,21,113,105,0,30,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,Gammaproteobacteria,0.9771936,Bacteria,Vibrionaceae,Vibrio,Vibrionales,Proteobacteria,NA
a85b4b34be54449a9cdbd34983a4bc9c,0,52,46,28,0,0,34,88,58,0,0,0,12,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,11,31,0,0,0,0,74,52,34,0,0,82,44,0,0,0,0,24,21,0,0,0,0,46,0,0,0,0,0,37,45,46,0,0,0,0,26,29,29,0,0,Thermoplasmata,0.9999995,Archaea,NA,NA,Marine Group II,Euryarchaeota,NA
8e8c9fdc7c501094f3925d17e4ab91b0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,105,0,203,0,147,194,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oxyphotobacteria,0.9948504,Bacteria,Cyanobiaceae,Prochlorococcus MIT9313,Synechococcales,Cyanobacteria,NA
a0687ad16c4bae8e4c701aed6935210a,0,7,34,22,0,0,29,64,33,0,0,0,0,46,0,0,0,0,0,61,0,0,0,0,20,0,25,0,0,0,31,42,8,0,0,0,53,45,35,0,0,44,37,23,8,0,0,0,28,4,0,0,0,42,0,0,0,0,0,56,47,30,0,0,0,0,28,45,19,0,0,Alphaproteobacteria,0.8430126,Bacteria,Magnetospiraceae,uncultured,Rhodospirillales,Proteobacteria,uncultured marine bacterium
e721e64500348b7a46dcde553e023e59,0,34,31,0,0,0,50,24,33,0,0,0,23,90,0,0,0,0,60,208,0,0,0,0,85,0,0,0,0,0,24,0,0,0,0,0,39,34,0,0,0,28,0,41,0,0,0,26,18,0,0,0,0,0,0,0,0,0,0,21,26,0,0,0,0,0,36,34,0,0,0,Nitrososphaeria,0.9937921,Archaea,Nitrosopumilaceae,Candidatus Nitrosopelagicus,Nitrosopumilales,Thaumarchaeota,NA
b2f1fb50537621b5f25f8ce7f52d2667,0,39,32,0,0,0,40,65,40,0,0,0,18,46,0,0,0,0,12,65,0,0,0,0,27,0,0,0,0,0,33,59,0,0,0,0,59,64,0,0,0,40,31,0,0,0,0,26,26,0,0,0,0,52,0,0,0,0,0,35,43,27,0,0,0,0,40,42,0,0,0,uncultured Fibrobacteres/Acidobacteria group bacterium,0.8788622,Bacteria,uncultured Fibrobacteres/Acidobacteria group bacterium,uncultured Fibrobacteres/Acidobacteria group bacterium,uncultured Fibrobacteres/Acidobacteria group bacterium,Marinimicrobia (SAR406 clade),uncultured Fibrobacteres/Acidobacteria group bacterium
e9e40945b6ea0ad3b0b78f3e2b5a8368,5,0,0,15,8,5,0,0,15,6,7,5,0,0,15,21,21,8,0,0,19,33,38,36,0,40,26,39,33,28,0,10,10,48,61,48,0,9,30,63,79,0,5,12,38,15,7,0,6,0,0,10,0,3,0,0,9,13,16,3,0,17,7,7,0,0,0,7,5,0,0,Alphaproteobacteria,0.9984035,Bacteria,AEGEAN-169 marine group,metagenome,Rhodospirillales,Proteobacteria,metagenome
e56f16f17e31de6ff20ab667cd62f0ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,8,34,18,0,0,19,30,127,169,0,118,28,141,103,110,0,0,0,0,0,8,0,0,0,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alphaproteobacteria,0.9981813,Bacteria,SAR116 clade,uncultured alpha proteobacterium CHAB-III-8,Puniceispirillales,Proteobacteria,uncultured alpha proteobacterium CHAB-III-8
7351aa84c90def9240e56aee9f5d6623,4,0,0,19,13,17,0,9,39,0,6,4,0,7,0,6,15,10,0,0,7,22,16,20,0,28,6,0,30,28,0,0,6,59,36,16,4,15,5,10,0,0,25,67,87,14,8,0,6,23,11,7,5,20,29,20,10,10,24,0,0,82,13,8,9,0,0,4,8,6,5,Gammaproteobacteria,0.974805,Bacteria,Porticoccaceae,Porticoccus,Cellvibrionales,Proteobacteria,uncultured marine bacterium
6e481d435d9e9c745ad0f31c8867e17a,0,37,0,0,0,0,45,61,0,0,0,0,0,0,0,0,0,0,70,106,0,0,0,0,70,0,0,0,0,0,70,77,0,0,0,0,70,61,43,0,0,0,0,39,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,38,61,0,0,0,0,12,0,43,16,0,0,Alphaproteobacteria,0.8076528,Bacteria,AEGEAN-169 marine group,uncultured alpha proteobacterium,Rhodospirillales,Proteobacteria,uncultured alpha proteobacterium
aa7ca5c8bb9856bf303c966dead80edc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,53,94,63,0,0,42,37,92,84,0,68,55,81,56,55,0,0,0,0,50,41,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gammaproteobacteria,0.9767884,Bacteria,uncultured bacterium ARCTIC10_F_05,uncultured bacterium ARCTIC10_F_05,SAR86 clade,Proteobacteria,uncultured bacterium ARCTIC10_F_05
a3af388384cbbb642fa460b4a9b3c809,0,66,56,0,0,0,64,48,0,0,0,0,49,38,0,0,0,0,55,66,0,0,0,0,68,0,0,0,0,0,44,0,0,0,0,0,58,36,0,0,0,48,35,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,44,58,0,0,0,0,0,41,37,0,0,0,Gammaproteobacteria,0.9085381,Bacteria,NA,NA,UBA10353 marine group,Proteobacteria,NA
0474303ad3962c3705e794cc3d3c7191,0,0,0,0,0,0,0,0,14,0,0,0,105,29,19,0,9,0,26,65,65,60,56,34,18,36,143,43,0,37,20,19,0,0,27,16,0,29,16,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,6,0,0,Bacteroidia,0.9593741,Bacteria,Flavobacteriaceae,Flavicella,Flavobacteriales,Bacteroidetes,NA
4f63e0b7dbce5cd4de7b8f90844e5ac6,32,0,0,0,29,36,0,0,0,31,33,0,0,0,36,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,30,30,34,0,0,0,23,0,0,0,0,33,99,32,0,0,0,0,73,32,0,0,0,62,17,87,0,0,0,17,34,22,0,0,0,0,28,37,Bacteroidia,0.7630004,Bacteria,NS7 marine group,uncultured marine bacterium,Flavobacteriales,Bacteroidetes,uncultured marine bacterium
992ee054f675f0f4f5219c9812f36240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,22,117,128,0,197,0,175,146,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gammaproteobacteria,0.9999992,Bacteria,NA,NA,KI89A clade,Proteobacteria,NA
540a27709eb25e4332ee921a159df71b,0,84,25,0,0,0,44,0,0,0,0,0,100,31,0,0,0,0,119,56,0,0,0,0,90,0,0,0,0,0,0,25,0,0,0,0,24,19,0,0,0,31,20,0,0,0,0,21,11,0,0,0,0,9,0,0,0,0,0,31,35,0,0,0,0,120,41,0,0,0,0,Dehalococcoidia,0.9992578,Bacteria,NA,NA,SAR202 clade,Chloroflexi,NA
283d6941e1fab0c034ca6746adc86d38,0,61,58,0,0,0,35,26,0,0,0,0,11,13,9,9,5,0,0,0,18,10,4,0,11,0,0,0,0,0,28,22,0,0,0,0,24,22,13,0,0,33,22,0,5,0,0,57,41,0,0,0,0,33,0,0,0,0,0,94,36,0,0,0,0,86,71,78,0,0,0,Gammaproteobacteria,0.993646,Bacteria,Cellvibrionaceae,uncultured,Cellvibrionales,Proteobacteria,uncultured organism
a76999723fa3977d97b2cc48222bea28,0,67,42,0,0,0,59,0,0,0,0,0,28,0,0,0,0,0,57,46,0,0,0,0,100,0,0,0,0,0,71,0,0,0,0,0,33,0,0,0,0,50,0,0,0,0,0,51,56,0,0,0,0,0,0,0,0,0,0,50,43,0,0,0,0,94,42,46,0,0,0,Nitrososphaeria,0.9908188,Archaea,Nitrosopumilaceae,Candidatus Nitrosopelagicus,Nitrosopumilales,Thaumarchaeota,NA
6b9969aa03bb7b2a3fe78f8b19b2a738,44,10,11,0,16,21,0,0,0,11,18,0,0,0,31,37,0,0,0,0,38,0,0,0,0,8,0,0,0,6,30,21,9,22,50,43,22,12,20,47,29,6,9,17,36,27,29,0,0,0,0,39,23,16,0,0,0,19,46,0,10,17,0,0,21,0,0,18,0,0,45,Bacteroidia,0.7092531,Bacteria,Flavobacteriaceae,uncultured,Flavobacteriales,Bacteroidetes,uncultured marine bacterium
8c08ef523cae456ab86f0cabee081741,0,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,14,27,11,0,0,8,10,4,29,8,11,0,109,59,70,66,70,23,82,104,102,14,31,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,16,0,11,0,0,0,Gammaproteobacteria,0.7611197,Bacteria,Colwelliaceae,Colwellia,Alteromonadales,Proteobacteria,NA
01cc2516697cf1b59d3bdcdc881c233e,0,14,13,6,0,0,32,26,21,0,0,0,23,9,0,0,0,0,20,13,0,0,0,0,8,0,0,0,0,0,37,9,9,7,0,0,330,36,24,5,0,22,15,0,0,0,0,5,7,0,0,0,0,9,0,0,0,0,0,21,24,16,6,0,0,37,12,99,17,0,0,Gammaproteobacteria,0.9999955,Bacteria,Saccharospirillaceae,Oleispira,Oceanospirillales,Proteobacteria,NA
b66d5c67cfbb28a0253ecaed8a2c8fed,10,13,16,16,9,10,34,52,26,8,8,9,0,9,2,0,13,3,0,8,3,0,0,4,0,3,13,0,2,0,13,23,29,6,47,18,21,16,32,0,24,20,32,38,0,7,0,18,29,14,0,2,0,34,9,21,6,0,0,25,49,41,3,9,9,0,11,25,10,11,8,Bacteroidia,0.9914168,Bacteria,NA,NA,NA,Bacteroidetes,NA
1ef72a7827ffc8ca8d5c73eaeffce578,0,103,99,0,0,0,104,36,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,23,0,0,0,0,58,62,16,0,0,0,18,26,0,0,0,0,42,0,0,0,0,0,69,89,20,0,0,0,9,51,82,0,0,0,Thermoplasmata,1,Archaea,NA,NA,Marine Group II,Euryarchaeota,NA
ef0f084fbdadacab4a90512e1675b1b4,21,0,0,0,22,39,0,0,0,22,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,32,62,73,0,0,16,217,181,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,30,31,48,28,0,0,0,0,27,0,Alphaproteobacteria,0.7278054,Bacteria,SAR116 clade,uncultured bacterium ARCTIC09_D_04,Puniceispirillales,Proteobacteria,uncultured bacterium ARCTIC09_D_04
f23505a5c004add64a3a0f99510dd3a5,5,0,9,16,4,0,0,0,14,0,0,0,0,7,9,47,62,31,0,0,22,41,60,52,0,32,56,41,22,40,0,11,23,18,39,20,0,10,19,7,24,0,11,15,19,0,0,0,9,9,9,0,0,7,27,22,0,0,0,0,0,32,10,0,0,0,0,0,9,6,0,Gammaproteobacteria,1,Bacteria,NA,NA,NA,Proteobacteria,NA
08c8fb77aa183fa639c1feca2acc8c8f,0,0,43,32,0,0,0,89,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,39,0,0,0,0,52,33,26,0,0,28,63,39,47,0,0,0,79,25,0,0,0,70,16,0,0,0,0,31,49,42,0,0,0,0,19,52,21,0,0,Deltaproteobacteria,0.9123572,Bacteria,uncultured bacterium HF0010_08B07,uncultured bacterium HF0010_08B07,PB19,Proteobacteria,uncultured bacterium HF0010_08B07
ab92c278116ae7ca80b975b6414b8eac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oxyphotobacteria,0.815113,Bacteria,Cyanobiaceae,Prochlorococcus MIT9313,Synechococcales,Cyanobacteria,uncultured marine cyanobacterium
b69dc96f8b9fc22795cdcd4652b031e8,5,42,37,8,0,8,25,12,21,0,0,0,106,16,0,0,6,0,15,16,15,8,10,0,8,0,13,0,8,6,46,17,0,0,4,0,19,14,12,0,8,29,19,8,15,0,0,15,12,5,0,0,0,9,6,0,0,2,0,30,28,25,4,6,4,80,43,35,21,8,0,Bacteroidia,0.9834333,Bacteria,Saprospiraceae,Aureispira,Chitinophagales,Bacteroidetes,Saprospira sp. CNJ640
43edffe8f739b68db42ab702962216db,0,90,34,0,0,0,63,0,0,0,0,0,80,0,0,0,0,0,126,44,0,0,0,0,143,0,0,0,0,0,48,0,0,0,0,0,36,31,0,0,0,39,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,33,37,0,0,0,0,Nitrospinia,0.9992549,Bacteria,Nitrospinaceae,LS-NOB,Nitrospinales,Nitrospinae,NA
d1ec11df4c72bdf4bb3ced896f995a46,0,7,38,16,0,0,35,97,36,0,0,0,0,19,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,24,31,8,0,0,0,153,46,25,0,0,25,23,0,0,0,0,0,18,0,0,0,0,41,0,0,0,0,0,64,33,21,0,0,0,0,52,53,10,0,0,Deltaproteobacteria,0.9293194,Bacteria,Bdellovibrionaceae,OM27 clade,Bdellovibrionales,Proteobacteria,uncultured delta proteobacterium
61a790e54540990d2d84064d15d24b81,0,79,66,45,0,0,54,103,85,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,49,39,0,0,70,37,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,37,48,34,0,0,0,0,0,0,0,0,0,Thermoplasmata,0.7396768,Archaea,uncultured prokaryote,uncultured prokaryote,Marine Group II,Euryarchaeota,uncultured prokaryote
c707e10c0d905267b182b9d57eaecdc8,0,128,53,10,0,0,86,38,0,0,0,0,42,20,0,0,0,0,0,8,0,0,0,0,18,0,0,0,0,0,27,16,0,0,0,0,40,15,0,0,0,72,37,6,0,0,0,40,0,0,0,0,0,33,0,0,0,0,0,33,47,10,0,0,0,63,24,28,9,0,0,OM190,0.9978761,Bacteria,NA,NA,NA,Planctomycetes,NA
7f61b6c865132a5868ec4062df4c93bc,0,102,28,0,0,0,41,8,0,0,0,0,88,60,0,0,0,0,181,33,0,0,0,0,133,0,0,0,0,0,12,11,0,0,0,0,7,15,0,0,0,31,10,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,16,17,0,0,0,0,60,5,8,0,0,0,Dehalococcoidia,0.9999155,Bacteria,NA,NA,SAR202 clade,Chloroflexi,NA
d8ecdc9b8fc5c3b976429c04c5cb90a5,33,0,0,0,0,0,0,0,46,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,115,39,45,35,0,0,76,17,25,0,26,44,42,0,0,0,0,0,0,0,0,56,0,25,0,0,18,0,22,65,0,0,0,0,0,24,31,0,21,Gammaproteobacteria,0.999998,Bacteria,NA,NA,SAR86 clade,Proteobacteria,NA
4f171b2257a664ed7148e94ce05ad87c,0,0,49,15,0,0,23,49,32,0,0,0,0,15,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,42,65,31,0,0,0,65,50,34,0,0,20,47,13,5,0,0,10,18,5,0,0,0,34,0,0,0,0,0,69,39,18,0,0,0,0,58,52,15,0,0,Phycisphaerae,1,Bacteria,Phycisphaeraceae,JL-ETNP-F27,Phycisphaerales,Planctomycetes,NA
e83666c98a00c69e3cb027043c19ce40,9,12,24,32,19,20,10,17,26,13,18,8,0,10,10,14,16,15,0,0,23,15,7,2,0,0,29,0,4,3,0,19,30,52,20,8,10,0,17,4,0,6,12,25,57,10,10,5,11,19,13,3,0,19,21,21,0,3,6,0,16,15,10,7,14,0,0,20,29,12,8,Phycisphaerae,0.7860933,Bacteria,Phycisphaeraceae,CL500-3,Phycisphaerales,Planctomycetes,uncultured Phycisphaeraceae bacterium
6b9525193ccb8cd5ed6f1f369dba3cfd,0,22,34,42,0,0,48,67,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,40,7,0,0,0,60,48,44,0,0,17,45,22,8,0,0,24,23,0,0,0,0,32,0,0,0,0,0,54,42,24,0,0,0,8,41,59,12,0,0,Deltaproteobacteria,0.9997921,Bacteria,Bdellovibrionaceae,OM27 clade,Bdellovibrionales,Proteobacteria,NA
fcdf748b995170a081d78ffe30572e2e,0,0,31,0,0,0,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,0,0,0,0,29,0,0,0,0,11,36,52,38,0,0,0,63,29,11,0,0,27,18,20,0,0,0,178,46,18,6,9,7,0,85,90,0,5,0,Deltaproteobacteria,0.8316521,Bacteria,uncultured delta proteobacterium,uncultured delta proteobacterium,PB19,Proteobacteria,uncultured delta proteobacterium
b459f87a8d00a9918a73f13e75dd5c2c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,10,0,0,20,32,95,131,0,118,15,131,89,96,0,0,0,0,12,13,0,0,0,55,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alphaproteobacteria,0.7056005,Bacteria,PS1 clade,marine metagenome,Parvibaculales,Proteobacteria,marine metagenome
6535f44f34ab933cad7265fa384ce933,78,0,0,0,0,51,0,0,0,0,0,0,0,0,39,80,87,56,0,0,30,32,40,39,0,19,24,34,0,0,0,0,0,34,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,40,0,0,0,16,0,58,Bacteroidia,0.9734068,Bacteria,Flavobacteriaceae,Formosa,Flavobacteriales,Bacteroidetes,NA
77c5557f402baecf4cbeb3eec49d9825,0,32,36,15,0,0,48,45,24,0,0,0,21,43,0,0,0,0,20,64,0,0,0,0,33,0,0,0,0,0,28,26,10,0,0,0,41,21,13,0,0,33,19,12,12,0,0,28,31,0,0,0,0,24,0,0,0,0,0,26,59,25,0,0,0,0,39,37,13,0,0,Gammaproteobacteria,0.9961655,Bacteria,Methylophilaceae,OM43 clade,Betaproteobacteriales,Proteobacteria,NA
