"row","col","corr"
"Sva0996 marine group","X13002",0.339474550019096
"Synechococcus CC9902","X13002",0.095057587468737
"Thalassotalea","X13002",0.243759757783753
"Ulvibacter","X13002",-0.226305857137902
"A714019","X15090",0.222383437659458
"Aliiglaciecola","X15090",-0.149640963808459
"Alteromonas","X15090",0.204854988355563
"Alteromonas macleodii","X15090",0.306602304888484
"Amphritea","X15090",-0.116749269637169
"Amylibacter","X15090",-0.171444336046976
"Ascidiaceihabitans","X15090",-0.0889662331734727
"AT-s3-44","X15090",0.332642532185115
"Aureispira","X15090",0.174879400100776
"BD1-7 clade","X15090",0.10912078131059
"Blastopirellula","X15090",0.151421420998157
"Candidatus Actinomarina","X15090",-0.211055001995573
"Candidatus Endoecteinascidia","X15090",0.400166493563429
"Candidatus Nitrosopelagicus","X15090",0.366832112166973
"Candidatus Nitrosopumilus","X15090",0.148987771989832
"Candidatus Puniceispirillum","X15090",-0.117905629182067
"Catenovulum","X15090",0.225115510797294
"CL500-3","X15090",0.0552505943387729
"Clade Ia","X15090",-0.196756933350932
"Clade Ib","X15090",0.348441564080556
"Cm1-21","X15090",0.166416510515032
"Colwellia","X15090",0.229825762061681
"Crocinitomix","X15090",0.163373664306225
"D_7__Chaetoceros","X15090",-0.0669367766538035
"Dokdonia","X15090",0.103729739297439
"Flavicella","X15090",-0.00102022371706254
"Fluviicola","X15090",-0.15544757712178
"Formosa","X15090",-0.227352449237738
"Francisella","X15090",-0.152420834987809
"FS140-16B-02 marine group","X15090",0.425434817422664
"Halioglobus","X15090",0.165280900602417
"Halomonas","X15090",0.345359472710623
"Hellea","X15090",-0.203326090842597
"hydrothermal vent metagenome","X15090",0.360380044634764
"Idiomarina","X15090",0.174147267758832
"IS-44","X15090",-0.20308234139505
"JL-ETNP-F27","X15090",0.205641658571382
"Lentimonas","X15090",-0.0942855654042208
"Lentisphaera","X15090",0.275368948172672
"Lewinella","X15090",-0.029482964889416
"LS-NOB","X15090",0.106115966687278
"Luminiphilus","X15090",-0.101568847272334
"Magnetospira","X15090",0.288463508409506
"Marinagarivorans","X15090",0.0629059246724571
"marine metagenome","X15090",0.342268395816603
"Marinimicrobia bacterium SCGC AAA003-E22","X15090",0.278247589104211
"Marinimicrobia bacterium SCGC AAA160-I06","X15090",0.116437664584532
"Marinobacter","X15090",0.2207222232893
"Marinoscillum","X15090",0.180020873431725
"MB11C04 marine group","X15090",0.102520484872607
"MD3-55","X15090",-0.206479863616594
"metagenome","X15090",0.13781208245519
"Milano-WF1B-03","X15090",0.0545533059198841
"MWH-UniP1 aquatic group","X15090",-0.127907268515359
"Nitrosomonas","X15090",-0.0693183755517444
"Nitrospina","X15090",0.376489829607777
"NS10 marine group","X15090",-0.0224326078284894
"NS2b marine group","X15090",0.2328149970118
"NS4 marine group","X15090",0.103723839275836
"NS5 marine group","X15090",-0.0718798399036996
"Oleibacter","X15090",0.0443438315493448
"Oleiphilus","X15090",0.0732563969585626
"Oleispira","X15090",0.15168562736964
"OM27 clade","X15090",0.242237569610761
"OM43 clade","X15090",-0.11656145811454
"OM60(NOR5) clade","X15090",-0.160452243264524
"OM75 clade","X15090",-0.0955572398041107
"Pelagicoccus","X15090",-0.140065457696665
"Peredibacter","X15090",0.371580269398808
"Persicirhabdus","X15090",-0.0698085483359922
"Planktomarina","X15090",-0.225158426860557
"Porticoccus","X15090",-0.183267528760802
"Prochlorococcus MIT9313","X15090",-0.0666250917574123
"Pseudoalteromonas","X15090",0.274619642437925
"Pseudofulvibacter","X15090",0.327484514672919
"Pseudohongiella","X15090",-0.0346968143586567
"Pseudomonas","X15090",0.271233006566771
"Psychromonas","X15090",0.292342765153414
"Reichenbachiella","X15090",0.108256669453904
"Rhodobacteraceae bacterium REDSEA-S29_B10","X15090",-0.0875519558050274
"Rhodopirellula","X15090",0.496726432811752
"Roseibacillus","X15090",-0.0856031911666502
"Roseobacter clade NAC11-7 lineage","X15090",-0.00400706090494995
"Rubripirellula","X15090",0.229144372649612
"Ruegeria","X15090",-0.0444054848457068
"Saprospira","X15090",-0.0301947562630908
"SAR116 cluster bacterium REDSEA-S10_B10N8","X15090",-0.0734559093993774
"SAR202 cluster bacterium SCGC AAA240-N13","X15090",0.28663314886417
"SAR86 cluster bacterium REDSEA-S09_B4","X15090",0.449053505750795
"SAR92 clade","X15090",-0.00103203488444127
"SCGC AAA164-E04","X15090",-0.054840024395548
"seawater metagenome","X15090",-0.0252089813788173
"Shewanella","X15090",0.0148039774572073
"Sinobacterium","X15090",0.0322103825174248
"Sulfitobacter","X15090",-0.107428917300559
"SUP05 cluster","X15090",0.200000465286435
"Sva0996 marine group","X15090",0.395861724963098
"Synechococcus CC9902","X15090",-0.0243762788437475
"Thalassotalea","X15090",0.0312800293959023
"Ulvibacter","X15090",-0.135381973528736
"A714019","X16566",0.175985625851856
"Aliiglaciecola","X16566",-0.0270055083753511
"Alteromonas","X16566",0.241794895024902
"Alteromonas macleodii","X16566",0.262734670485515
"Amphritea","X16566",-0.0264349150326827
"Amylibacter","X16566",-0.1810040367865
"Ascidiaceihabitans","X16566",0.0364026266966381
"AT-s3-44","X16566",0.396661777197771
"Aureispira","X16566",0.232322371160434
"BD1-7 clade","X16566",0.0668305049320463
"Blastopirellula","X16566",0.0997691009861077
"Candidatus Actinomarina","X16566",-0.167126584650614
"Candidatus Endoecteinascidia","X16566",0.364210801347115
"Candidatus Nitrosopelagicus","X16566",0.349627362117573
"Candidatus Nitrosopumilus","X16566",0.255914805367762
"Candidatus Puniceispirillum","X16566",-0.1199798811899
"Catenovulum","X16566",0.06725661472635
"CL500-3","X16566",0.0551080964476068
"Clade Ia","X16566",-0.16113648615084
"Clade Ib","X16566",0.318727661312566
"Cm1-21","X16566",0.169639151774565
"Colwellia","X16566",0.179860230282058
"Crocinitomix","X16566",0.0170880629218023
"D_7__Chaetoceros","X16566",-0.121794614866924
"Dokdonia","X16566",0.33777949359864
"Flavicella","X16566",0.144291239878587
"Fluviicola","X16566",-0.125534474090073
"Formosa","X16566",-0.174662149386531
"Francisella","X16566",-0.0660930501940904
"FS140-16B-02 marine group","X16566",0.339568129003629
"Halioglobus","X16566",0.0496110710884041
"Halomonas","X16566",0.273053552004092
"Hellea","X16566",-0.212814537373358
"hydrothermal vent metagenome","X16566",0.305556250017123
"Idiomarina","X16566",0.301147707240233
"IS-44","X16566",-0.13101344422208
"JL-ETNP-F27","X16566",0.171262695702043
"Lentimonas","X16566",-0.0676779991076337
"Lentisphaera","X16566",0.267450301925811
"Lewinella","X16566",-0.063256511913265
"LS-NOB","X16566",0.277187735107029
"Luminiphilus","X16566",-0.0957749173921296
"Magnetospira","X16566",0.389924115852602
"Marinagarivorans","X16566",0.06173528570252
"marine metagenome","X16566",0.430099047065495
"Marinimicrobia bacterium SCGC AAA003-E22","X16566",0.396658970826401
"Marinimicrobia bacterium SCGC AAA160-I06","X16566",0.214626093404091
"Marinobacter","X16566",0.393927250326706
"Marinoscillum","X16566",0.124901250880512
"MB11C04 marine group","X16566",0.098711426521148
"MD3-55","X16566",-0.104270253531779
"metagenome","X16566",0.29100361544646
"Milano-WF1B-03","X16566",0.196645601426404
"MWH-UniP1 aquatic group","X16566",-0.00300564523969612
"Nitrosomonas","X16566",0.0812526571907476
"Nitrospina","X16566",0.361931424222613
"NS10 marine group","X16566",-0.0674130445807355
"NS2b marine group","X16566",0.221613366681352
"NS4 marine group","X16566",0.0687074561442769
"NS5 marine group","X16566",-0.0129210117878657
"Oleibacter","X16566",0.0472641812026804
"Oleiphilus","X16566",-0.0233092749137575
"Oleispira","X16566",0.0470716541977667
"OM27 clade","X16566",0.231306006140061
"OM43 clade","X16566",-0.121125956494542
"OM60(NOR5) clade","X16566",-0.158544154894667
"OM75 clade","X16566",0.0706087827631253
"Pelagicoccus","X16566",-0.0405750639354377
"Peredibacter","X16566",0.216947650025607
"Persicirhabdus","X16566",-0.00725522325049083
"Planktomarina","X16566",-0.261989576658558
"Porticoccus","X16566",-0.178987619781367
"Prochlorococcus MIT9313","X16566",0.0204011188323849
"Pseudoalteromonas","X16566",0.13413132366617
"Pseudofulvibacter","X16566",0.191650047935738
"Pseudohongiella","X16566",-0.033379284146732
"Pseudomonas","X16566",0.224432303975779
"Psychromonas","X16566",0.205942514392668
"Reichenbachiella","X16566",0.0998201232483691
"Rhodobacteraceae bacterium REDSEA-S29_B10","X16566",0.0579720317650357
"Rhodopirellula","X16566",0.241408473485185
"Roseibacillus","X16566",-0.0034013553174071
"Roseobacter clade NAC11-7 lineage","X16566",0.134705005888666
"Rubripirellula","X16566",0.197931373793361
"Ruegeria","X16566",-0.0311490001778
"Saprospira","X16566",-0.0348115790525002
"SAR116 cluster bacterium REDSEA-S10_B10N8","X16566",-0.0444562679521447
"SAR202 cluster bacterium SCGC AAA240-N13","X16566",0.264332692983219
"SAR86 cluster bacterium REDSEA-S09_B4","X16566",0.25910653532377
"SAR92 clade","X16566",-0.0995837788170877
"SCGC AAA164-E04","X16566",0.050061335604342
"seawater metagenome","X16566",-0.0536787638757069
"Shewanella","X16566",-0.0132901680301645
"Sinobacterium","X16566",0.0729769595200304
"Sulfitobacter","X16566",-0.109072660343313
"SUP05 cluster","X16566",0.159989206824144
"Sva0996 marine group","X16566",0.327661256260514
"Synechococcus CC9902","X16566",0.0499759459518455
"Thalassotalea","X16566",0.0884713548524469
"Ulvibacter","X16566",-0.204444890781371
"A714019","X34365",-0.294328972728584
"Aliiglaciecola","X34365",-0.267413400968668
"Alteromonas","X34365",-0.29809895553908
"Alteromonas macleodii","X34365",-0.265138776016213
"Amphritea","X34365",-0.0478634025110951
"Amylibacter","X34365",0.267485943052753
"Ascidiaceihabitans","X34365",-0.228331176436049
"AT-s3-44","X34365",-0.273742375513668
"Aureispira","X34365",-0.341038836913538
"BD1-7 clade","X34365",-0.0158807895629138
"Blastopirellula","X34365",-0.326744220605966
"Candidatus Actinomarina","X34365",-0.191010622488497
"Candidatus Endoecteinascidia","X34365",-0.286215066828436
"Candidatus Nitrosopelagicus","X34365",-0.325868991107137
"Candidatus Nitrosopumilus","X34365",-0.293915937321243
"Candidatus Puniceispirillum","X34365",-0.166087833685776
"Catenovulum","X34365",-0.272578373601488
"CL500-3","X34365",-0.0673698663949109
"Clade Ia","X34365",-0.206688361102896
"Clade Ib","X34365",-0.350106324339898
"Cm1-21","X34365",-0.275594057234961
"Colwellia","X34365",-0.298101679645735
"Crocinitomix","X34365",-0.280475108785342
"D_7__Chaetoceros","X34365",0.254029579687979
"Dokdonia","X34365",-0.204887215105641
"Flavicella","X34365",-0.305546340862692
"Fluviicola","X34365",-0.0583609690105988
"Formosa","X34365",0.434189156106555
"Francisella","X34365",0.17343862689844
"FS140-16B-02 marine group","X34365",-0.33026702009803
"Halioglobus","X34365",-0.273241472259445
"Halomonas","X34365",-0.310428029390543
"Hellea","X34365",0.365772847938991
"hydrothermal vent metagenome","X34365",-0.391000999133964
"Idiomarina","X34365",-0.269721375898861
"IS-44","X34365",-0.0618830150829064
"JL-ETNP-F27","X34365",-0.300541268723063
"Lentimonas","X34365",-0.130812892304386
"Lentisphaera","X34365",-0.395591455487814
"Lewinella","X34365",0.285888428308597
"LS-NOB","X34365",-0.28839771805184
"Luminiphilus","X34365",-0.0935150239789754
"Magnetospira","X34365",-0.276587935863515
"Marinagarivorans","X34365",-0.233415120134088
"marine metagenome","X34365",-0.457184420874154
"Marinimicrobia bacterium SCGC AAA003-E22","X34365",-0.264700529199642
"Marinimicrobia bacterium SCGC AAA160-I06","X34365",-0.370578546264018
"Marinobacter","X34365",-0.256783413429858
"Marinoscillum","X34365",-0.380043554557205
"MB11C04 marine group","X34365",-0.214070138027247
"MD3-55","X34365",-0.0974709421636118
"metagenome","X34365",-0.439063799322753
"Milano-WF1B-03","X34365",-0.202187013575089
"MWH-UniP1 aquatic group","X34365",-0.180726082650821
"Nitrosomonas","X34365",-0.150352564423237
"Nitrospina","X34365",-0.365400568704719
"NS10 marine group","X34365",-0.00303432219418688
"NS2b marine group","X34365",-0.418734325439609
"NS4 marine group","X34365",-0.0562545054474029
"NS5 marine group","X34365",-0.264557093815527
"Oleibacter","X34365",-0.182035834614069
"Oleiphilus","X34365",0.0725618434746105
"Oleispira","X34365",-0.15614505583695
"OM27 clade","X34365",-0.335011353143497
"OM43 clade","X34365",-0.118526436107771
"OM60(NOR5) clade","X34365",0.00149264897689894
"OM75 clade","X34365",-0.277062889357546
"Pelagicoccus","X34365",-0.203213673642155
"Peredibacter","X34365",-0.241681069836351
"Persicirhabdus","X34365",-0.202496076999097
"Planktomarina","X34365",0.375772383519536
"Porticoccus","X34365",-0.065456584969949
"Prochlorococcus MIT9313","X34365",-0.174362702253143
"Pseudoalteromonas","X34365",-0.368852197703863
"Pseudofulvibacter","X34365",-0.324861842308349
"Pseudohongiella","X34365",-0.204311814236325
"Pseudomonas","X34365",-0.243808536341802
"Psychromonas","X34365",-0.215507936325726
"Reichenbachiella","X34365",-0.23289454038264
"Rhodobacteraceae bacterium REDSEA-S29_B10","X34365",-0.152695748218696
"Rhodopirellula","X34365",-0.307241507148454
"Roseibacillus","X34365",-0.202675820872626
"Roseobacter clade NAC11-7 lineage","X34365",-0.250139812260381
"Rubripirellula","X34365",-0.303647244561667
"Ruegeria","X34365",0.182066226315336
"Saprospira","X34365",0.236118581730414
"SAR116 cluster bacterium REDSEA-S10_B10N8","X34365",-0.179737744806042
"SAR202 cluster bacterium SCGC AAA240-N13","X34365",-0.237479499137041
"SAR86 cluster bacterium REDSEA-S09_B4","X34365",-0.276927840764457
"SAR92 clade","X34365",-0.0420863149252603
"SCGC AAA164-E04","X34365",-0.186214828547113
"seawater metagenome","X34365",-0.150056728631396
"Shewanella","X34365",-0.170685377611386
"Sinobacterium","X34365",-0.131813414155058
"Sulfitobacter","X34365",0.20476031935784
"SUP05 cluster","X34365",-0.299011851952498
"Sva0996 marine group","X34365",-0.353789200291537
"Synechococcus CC9902","X34365",-0.362060180343022
"Thalassotalea","X34365",-0.256848932847573
"Ulvibacter","X34365",0.415972759669719
"A714019","X38390",-0.230607867694388
"Aliiglaciecola","X38390",-0.227225891886384
"Alteromonas","X38390",-0.25655928192557
"Alteromonas macleodii","X38390",-0.279663717155354
"Amphritea","X38390",0.104428981811746
"Amylibacter","X38390",0.518682678892969
"Ascidiaceihabitans","X38390",0.126128038655832
"AT-s3-44","X38390",-0.269099923607478
"Aureispira","X38390",-0.279686193622082
"BD1-7 clade","X38390",0.271717995432333
"Blastopirellula","X38390",-0.216008591721012
"Candidatus Actinomarina","X38390",-0.177314189168601
"Candidatus Endoecteinascidia","X38390",-0.280030264158909
"Candidatus Nitrosopelagicus","X38390",-0.302047152630674
"Candidatus Nitrosopumilus","X38390",-0.195435423113656
"Candidatus Puniceispirillum","X38390",-0.104745753369401
"Catenovulum","X38390",-0.258995498619908
"CL500-3","X38390",0.212601838134479
"Clade Ia","X38390",-0.12079755601679
"Clade Ib","X38390",-0.338230436311278
"Cm1-21","X38390",-0.224764555415252
"Colwellia","X38390",-0.267427835867815
"Crocinitomix","X38390",-0.224151302042451
"D_7__Chaetoceros","X38390",0.531270754889379
"Dokdonia","X38390",-0.19321818492427
"Flavicella","X38390",-0.257041583504229
"Fluviicola","X38390",-0.0110239735576871
"Formosa","X38390",0.362760782439124
"Francisella","X38390",0.43764362363398
"FS140-16B-02 marine group","X38390",-0.292281343400695
"Halioglobus","X38390",-0.208240339642716
"Halomonas","X38390",-0.261621848253705
"Hellea","X38390",0.465466247144923
"hydrothermal vent metagenome","X38390",-0.328592338892735
"Idiomarina","X38390",-0.192929697517664
"IS-44","X38390",-0.130870797054305
"JL-ETNP-F27","X38390",-0.226072592684836
"Lentimonas","X38390",-0.151704281943328
"Lentisphaera","X38390",-0.367755493702566
"Lewinella","X38390",0.683603699108727
"LS-NOB","X38390",-0.209875631846844
"Luminiphilus","X38390",-0.111028037939182
"Magnetospira","X38390",-0.271465456143637
"Marinagarivorans","X38390",-0.216985057330046
"marine metagenome","X38390",-0.368555045948557
"Marinimicrobia bacterium SCGC AAA003-E22","X38390",-0.26698090020608
"Marinimicrobia bacterium SCGC AAA160-I06","X38390",-0.24351351518928
"Marinobacter","X38390",-0.247206994870427
"Marinoscillum","X38390",-0.17845022755713
"MB11C04 marine group","X38390",0.0585657378922193
"MD3-55","X38390",-0.079819439705799
"metagenome","X38390",-0.342834111610866
"Milano-WF1B-03","X38390",-0.165408895282981
"MWH-UniP1 aquatic group","X38390",-0.121775596300621
"Nitrosomonas","X38390",-0.069952949479116
"Nitrospina","X38390",-0.319287099213312
"NS10 marine group","X38390",0.117956077548517
"NS2b marine group","X38390",-0.362108268977818
"NS4 marine group","X38390",0.199886801863803
"NS5 marine group","X38390",-0.0914090628826289
"Oleibacter","X38390",-0.12346939032035
"Oleiphilus","X38390",0.496976749967332
"Oleispira","X38390",-0.145408582805138
"OM27 clade","X38390",-0.220884878675788
"OM43 clade","X38390",0.0786752966093207
"OM60(NOR5) clade","X38390",0.111882207021206
"OM75 clade","X38390",-0.164588622115893
"Pelagicoccus","X38390",-0.121170158185521
"Peredibacter","X38390",-0.190320472520659
"Persicirhabdus","X38390",-0.190767539286374
"Planktomarina","X38390",0.335825728953425
"Porticoccus","X38390",-0.0856357759921617
"Prochlorococcus MIT9313","X38390",-0.115306668255185
"Pseudoalteromonas","X38390",-0.342049765847521
"Pseudofulvibacter","X38390",-0.279143273020765
"Pseudohongiella","X38390",-0.21555582006043
"Pseudomonas","X38390",-0.151703564013481
"Psychromonas","X38390",-0.205002900261815
"Reichenbachiella","X38390",-0.207087390906801
"Rhodobacteraceae bacterium REDSEA-S29_B10","X38390",-0.100221875167095
"Rhodopirellula","X38390",-0.256436478180402
"Roseibacillus","X38390",-0.159483597314406
"Roseobacter clade NAC11-7 lineage","X38390",-0.128821359181444
"Rubripirellula","X38390",-0.211819441543588
"Ruegeria","X38390",0.600899176766475
"Saprospira","X38390",0.629437907452483
"SAR116 cluster bacterium REDSEA-S10_B10N8","X38390",-0.130743450728619
"SAR202 cluster bacterium SCGC AAA240-N13","X38390",-0.255941795119753
"SAR86 cluster bacterium REDSEA-S09_B4","X38390",-0.28098858696724
"SAR92 clade","X38390",0.200384511119567
"SCGC AAA164-E04","X38390",-0.0688455575260816
"seawater metagenome","X38390",-0.126472825619964
"Shewanella","X38390",-0.0588275829590361
"Sinobacterium","X38390",-0.124549740728881
"Sulfitobacter","X38390",0.490467617142893
"SUP05 cluster","X38390",-0.141533882626962
"Sva0996 marine group","X38390",-0.325393855578147
"Synechococcus CC9902","X38390",-0.310148420653141
"Thalassotalea","X38390",-0.239350634304938
"Ulvibacter","X38390",0.424671109231216
"A714019","X13030",0.0661006822172867
"Aliiglaciecola","X13030",0.0846656438420299
"Alteromonas","X13030",0.159945725036279
"Alteromonas macleodii","X13030",0.00893218255052913
"Amphritea","X13030",-0.0465851925508084
"Amylibacter","X13030",-0.195932893840517
"Ascidiaceihabitans","X13030",0.0794010775172045
"AT-s3-44","X13030",0.126931827757299
"Aureispira","X13030",0.0837889854874614
"BD1-7 clade","X13030",0.0388884239668972
"Blastopirellula","X13030",0.225718401435963
"Candidatus Actinomarina","X13030",-0.0627808454322372
"Candidatus Endoecteinascidia","X13030",0.252869247464205
"Candidatus Nitrosopelagicus","X13030",0.205131711633576
"Candidatus Nitrosopumilus","X13030",0.152638223332149
"Candidatus Puniceispirillum","X13030",-0.0798696749431717
"Catenovulum","X13030",0.0857783167578738
"CL500-3","X13030",0.152430621598233
"Clade Ia","X13030",0.0148152049145756
"Clade Ib","X13030",0.145423779596349
"Cm1-21","X13030",0.189012876389884
"Colwellia","X13030",0.106142948661106
"Crocinitomix","X13030",0.137176669682989
"D_7__Chaetoceros","X13030",-0.0581210729373607
"Dokdonia","X13030",0.0072666815637775
"Flavicella","X13030",0.0493266943859473
"Fluviicola","X13030",-0.0922905366310024
"Formosa","X13030",-0.260654332855238
"Francisella","X13030",-0.149848552355379
"FS140-16B-02 marine group","X13030",0.178923999019624
"Halioglobus","X13030",0.167556588018415
"Halomonas","X13030",0.000624654481308212
"Hellea","X13030",-0.241523858713534
"hydrothermal vent metagenome","X13030",0.180071778254249
"Idiomarina","X13030",0.233738598893618
"IS-44","X13030",-0.0263017097257388
"JL-ETNP-F27","X13030",0.230456471292232
"Lentimonas","X13030",-0.0675927617185207
"Lentisphaera","X13030",0.154340059678326
"Lewinella","X13030",-0.128279601413881
"LS-NOB","X13030",0.155515690483195
"Luminiphilus","X13030",-0.12978759199905
"Magnetospira","X13030",0.131640485545336
"Marinagarivorans","X13030",0.0585509192305506
"marine metagenome","X13030",0.185276520945816
"Marinimicrobia bacterium SCGC AAA003-E22","X13030",0.0407185681465325
"Marinimicrobia bacterium SCGC AAA160-I06","X13030",0.213548275015038
"Marinobacter","X13030",0.0429784679803131
"Marinoscillum","X13030",0.154498285191471
"MB11C04 marine group","X13030",0.0801383575677699
"MD3-55","X13030",0.020317129933529
"metagenome","X13030",0.209022796100582
"Milano-WF1B-03","X13030",0.182333866754253
"MWH-UniP1 aquatic group","X13030",0.0208435656209792
"Nitrosomonas","X13030",0.0861155509868322
"Nitrospina","X13030",0.147961821552669
"NS10 marine group","X13030",-0.0572721320255993
"NS2b marine group","X13030",0.0712071474165442
"NS4 marine group","X13030",-0.0519725167002656
"NS5 marine group","X13030",-0.0506710834331806
"Oleibacter","X13030",0.168700791347497
"Oleiphilus","X13030",0.0593554863562832
"Oleispira","X13030",0.0337261408651888
"OM27 clade","X13030",0.173485307610907
"OM43 clade","X13030",-0.0446246173593542
"OM60(NOR5) clade","X13030",-0.152645657564485
"OM75 clade","X13030",0.164320634035595
"Pelagicoccus","X13030",0.0612315391264787
"Peredibacter","X13030",0.245782862861403
"Persicirhabdus","X13030",-0.0225043024944884
"Planktomarina","X13030",-0.295438601894385
"Porticoccus","X13030",0.0755816636733039
"Prochlorococcus MIT9313","X13030",0.0463509908458484
"Pseudoalteromonas","X13030",0.153703660897967
"Pseudofulvibacter","X13030",0.16385533109668
"Pseudohongiella","X13030",-0.0445427536944727
"Pseudomonas","X13030",0.0316486007880034
"Psychromonas","X13030",0.0960368701113495
"Reichenbachiella","X13030",0.058557317949994
"Rhodobacteraceae bacterium REDSEA-S29_B10","X13030",0.0288182750642433
"Rhodopirellula","X13030",0.150165655168118
"Roseibacillus","X13030",-0.00485328587930729
"Roseobacter clade NAC11-7 lineage","X13030",0.140727564763182
"Rubripirellula","X13030",0.184461479988422
"Ruegeria","X13030",-0.0850619500105153
"Saprospira","X13030",-0.0981553041471248
"SAR116 cluster bacterium REDSEA-S10_B10N8","X13030",-0.0251590911674513
"SAR202 cluster bacterium SCGC AAA240-N13","X13030",0.159958684088926
"SAR86 cluster bacterium REDSEA-S09_B4","X13030",0.237897090164745
"SAR92 clade","X13030",-0.0815370419044419
"SCGC AAA164-E04","X13030",0.141834890019782
"seawater metagenome","X13030",-0.0998407763120781
"Shewanella","X13030",0.00710145903708335
"Sinobacterium","X13030",-0.00617285550977447
"Sulfitobacter","X13030",-0.166649271047098
"SUP05 cluster","X13030",0.175960968261713
"Sva0996 marine group","X13030",0.15231762902976
"Synechococcus CC9902","X13030",0.0886299279550013
"Thalassotalea","X13030",0.07524976431837
"Ulvibacter","X13030",-0.270723985270561
"A714019","X34263",-0.386611115997472
"Aliiglaciecola","X34263",-0.340745617886412
"Alteromonas","X34263",-0.383499103369891
"Alteromonas macleodii","X34263",-0.397499407010014
"Amphritea","X34263",0.0916204118703243
"Amylibacter","X34263",0.51042834058371
"Ascidiaceihabitans","X34263",0.0326302719564363
"AT-s3-44","X34263",-0.416834808696945
"Aureispira","X34263",-0.443273980696168
"BD1-7 clade","X34263",0.169567755118675
"Blastopirellula","X34263",-0.322176758243379
"Candidatus Actinomarina","X34263",-0.174355966198474
"Candidatus Endoecteinascidia","X34263",-0.42596290971731
"Candidatus Nitrosopelagicus","X34263",-0.471343267369073
"Candidatus Nitrosopumilus","X34263",-0.363016751333672
"Candidatus Puniceispirillum","X34263",-0.127285995076709
"Catenovulum","X34263",-0.382942881420871
"CL500-3","X34263",0.0897170167729077
"Clade Ia","X34263",-0.146918720062453
"Clade Ib","X34263",-0.506890918658658
"Cm1-21","X34263",-0.360570954070862
"Colwellia","X34263",-0.406206842937407
"Crocinitomix","X34263",-0.335863821288007
"D_7__Chaetoceros","X34263",0.599355729267454
"Dokdonia","X34263",-0.288049926467802
"Flavicella","X34263",-0.389238176436028
"Fluviicola","X34263",0.0312996307332713
"Formosa","X34263",0.50517513032112
"Francisella","X34263",0.414337721606492
"FS140-16B-02 marine group","X34263",-0.47485226392788
"Halioglobus","X34263",-0.322864717665241
"Halomonas","X34263",-0.413072496216602
"Hellea","X34263",0.550298721566273
"hydrothermal vent metagenome","X34263",-0.514742021746375
"Idiomarina","X34263",-0.304751449176901
"IS-44","X34263",-0.130423990663366
"JL-ETNP-F27","X34263",-0.384185373370798
"Lentimonas","X34263",-0.188048230321873
"Lentisphaera","X34263",-0.545791575233472
"Lewinella","X34263",0.579275097507522
"LS-NOB","X34263",-0.36637236854711
"Luminiphilus","X34263",-0.149173286827643
"Magnetospira","X34263",-0.418988593970784
"Marinagarivorans","X34263",-0.323669712611645
"marine metagenome","X34263",-0.586082499290196
"Marinimicrobia bacterium SCGC AAA003-E22","X34263",-0.403052751832455
"Marinimicrobia bacterium SCGC AAA160-I06","X34263",-0.408568539544934
"Marinobacter","X34263",-0.369226835495101
"Marinoscillum","X34263",-0.370215624430808
"MB11C04 marine group","X34263",-0.126622292949261
"MD3-55","X34263",-0.0783146869596036
"metagenome","X34263",-0.550448545764926
"Milano-WF1B-03","X34263",-0.254041983951015
"MWH-UniP1 aquatic group","X34263",-0.149697390530751
"Nitrosomonas","X34263",-0.14893039683316
"Nitrospina","X34263",-0.513409977081826
"NS10 marine group","X34263",0.197656429427272
"NS2b marine group","X34263",-0.494927884743667
"NS4 marine group","X34263",0.0618300120099847
"NS5 marine group","X34263",-0.203315415989949
"Oleibacter","X34263",-0.198554888700466
"Oleiphilus","X34263",0.398245596523132
"Oleispira","X34263",-0.212621440171414
"OM27 clade","X34263",-0.383228378638622
"OM43 clade","X34263",0.0200286714199244
"OM60(NOR5) clade","X34263",0.082581524115029
"OM75 clade","X34263",-0.261065149448712
"Pelagicoccus","X34263",-0.182586029852211
"Peredibacter","X34263",-0.316693304074178
"Persicirhabdus","X34263",-0.282056831530831
"Planktomarina","X34263",0.443541435015069
"Porticoccus","X34263",-0.0822822746441681
"Prochlorococcus MIT9313","X34263",-0.154054476815843
"Pseudoalteromonas","X34263",-0.506391733038342
"Pseudofulvibacter","X34263",-0.429017127779502
"Pseudohongiella","X34263",-0.296366364577484
"Pseudomonas","X34263",-0.2762195345732
"Psychromonas","X34263",-0.29303835167781
"Reichenbachiella","X34263",-0.307032103580989
"Rhodobacteraceae bacterium REDSEA-S29_B10","X34263",-0.0996618762039194
"Rhodopirellula","X34263",-0.429708831774786
"Roseibacillus","X34263",-0.251373456029077
"Roseobacter clade NAC11-7 lineage","X34263",-0.247992456675787
"Rubripirellula","X34263",-0.350990919634662
"Ruegeria","X34263",0.504875314071615
"Saprospira","X34263",0.555234210651434
"SAR116 cluster bacterium REDSEA-S10_B10N8","X34263",-0.136525991447419
"SAR202 cluster bacterium SCGC AAA240-N13","X34263",-0.363144010961336
"SAR86 cluster bacterium REDSEA-S09_B4","X34263",-0.412907169809582
"SAR92 clade","X34263",0.10548455060755
"SCGC AAA164-E04","X34263",-0.159692741296559
"seawater metagenome","X34263",-0.164324912093444
"Shewanella","X34263",-0.168136482819973
"Sinobacterium","X34263",-0.19456725935119
"Sulfitobacter","X34263",0.462609806244521
"SUP05 cluster","X34263",-0.315808178142755
